Feature,Value,Model,test_subjects
upperarm_acc_rms,0.01243390881305889,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_acc_mean,0.012317552883622395,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_jerk_perc75,0.01208934573842835,ExtraTreesClassifier,"(9, 15, 17)"
trunk_acc_rms,0.010174697777675011,ExtraTreesClassifier,"(9, 15, 17)"
trunk_jerk_max,0.04189817764656988,RandomForestClassifier,"(9, 15, 17)"
wrist_jerk_perc25,0.03135907804028477,RandomForestClassifier,"(9, 15, 17)"
trunk_acc_perc25,0.030075808670409477,RandomForestClassifier,"(9, 15, 17)"
trunk_acc_min,0.029317658408337076,RandomForestClassifier,"(9, 15, 17)"
upperarm_acc_perc75,0.02892818160634849,RandomForestClassifier,"(9, 15, 17)"
trunk_acc_mad,0.027909208960277446,RandomForestClassifier,"(9, 15, 17)"
wrist_jerk_max,0.027778542522212527,RandomForestClassifier,"(9, 15, 17)"
trunk_acc_max,0.027086812038575995,RandomForestClassifier,"(9, 15, 17)"
upperarm_jerk_perc25,0.025467762446514716,RandomForestClassifier,"(9, 15, 17)"
upperarm_jerk_med,0.023241405457537744,RandomForestClassifier,"(9, 15, 17)"
upperarm_acc_std,0.02299503682266094,RandomForestClassifier,"(9, 15, 17)"
trunk_jerk_perc25,0.022604706959956925,RandomForestClassifier,"(9, 15, 17)"
wrist_acc_med,0.022121601339264423,RandomForestClassifier,"(9, 15, 17)"
upperarm_acc_mad,0.021733666396937447,RandomForestClassifier,"(9, 15, 17)"
upperarm_jerk_max,0.021276584027500746,RandomForestClassifier,"(9, 15, 17)"
upperarm_jerk_mad,0.021206067594197534,RandomForestClassifier,"(9, 15, 17)"
trunk_jerk_rms,0.020875370565185493,RandomForestClassifier,"(9, 15, 17)"
wrist_jerk_rms,0.019093029087227317,RandomForestClassifier,"(9, 15, 17)"
trunk_jerk_std,0.018623484983568535,RandomForestClassifier,"(9, 15, 17)"
trunk_jerk_med,0.01860515607316855,RandomForestClassifier,"(9, 15, 17)"
wrist_acc_perc25,0.01827376600700222,RandomForestClassifier,"(9, 15, 17)"
trunk_acc_perc75,0.017807001472084704,RandomForestClassifier,"(9, 15, 17)"
wrist_acc_length,0.017784975159907367,RandomForestClassifier,"(9, 15, 17)"
wrist_jerk_std,0.01764639981916417,RandomForestClassifier,"(9, 15, 17)"
upperarm_acc_med,0.017536773682437123,RandomForestClassifier,"(9, 15, 17)"
upperarm_acc_min,0.017239001790336318,RandomForestClassifier,"(9, 15, 17)"
wrist_acc_max,0.01721315289893755,RandomForestClassifier,"(9, 15, 17)"
upperarm_acc_max,0.017151651431273677,RandomForestClassifier,"(9, 15, 17)"
wrist_acc_perc75,0.016675083123500453,RandomForestClassifier,"(9, 15, 17)"
trunk_acc_std,0.016261931615488216,RandomForestClassifier,"(9, 15, 17)"
trunk_jerk_mean,0.015737177511288926,RandomForestClassifier,"(9, 15, 17)"
wrist_acc_rms,0.015451557421601134,RandomForestClassifier,"(9, 15, 17)"
upperarm_jerk_perc75,0.015079636976211598,RandomForestClassifier,"(9, 15, 17)"
trunk_acc_rms,0.015045719927295378,RandomForestClassifier,"(9, 15, 17)"
wrist_jerk_mean,0.014994409652371922,RandomForestClassifier,"(9, 15, 17)"
wrist_jerk_mad,0.0149832633136871,RandomForestClassifier,"(9, 15, 17)"
trunk_jerk_min,0.01450711490034305,RandomForestClassifier,"(9, 15, 17)"
wrist_acc_mean,0.01445545217635269,RandomForestClassifier,"(9, 15, 17)"
wrist_acc_min,0.014419399941515233,RandomForestClassifier,"(9, 15, 17)"
upperarm_jerk_mean,0.014169303111326215,RandomForestClassifier,"(9, 15, 17)"
upperarm_jerk_rms,0.013737911605108073,RandomForestClassifier,"(9, 15, 17)"
trunk_jerk_perc75,0.013725804115568663,RandomForestClassifier,"(9, 15, 17)"
wrist_jerk_med,0.013670989940018578,RandomForestClassifier,"(9, 15, 17)"
upperarm_acc_perc25,0.013542621696840751,RandomForestClassifier,"(9, 15, 17)"
wrist_acc_std,0.01298143070313267,RandomForestClassifier,"(9, 15, 17)"
upperarm_acc_mean,0.012597961604408287,RandomForestClassifier,"(9, 15, 17)"
trunk_acc_med,0.012089695836274554,RandomForestClassifier,"(9, 15, 17)"
upperarm_acc_rms,0.011470650181032167,RandomForestClassifier,"(9, 15, 17)"
wrist_jerk_perc75,0.011042628687117539,RandomForestClassifier,"(9, 15, 17)"
trunk_jerk_mad,0.01087315444236724,RandomForestClassifier,"(9, 15, 17)"
upperarm_jerk_min,0.010535891305382303,RandomForestClassifier,"(9, 15, 17)"
wrist_jerk_min,0.01041545470837987,RandomForestClassifier,"(9, 15, 17)"
upperarm_jerk_std,0.010080067143869068,RandomForestClassifier,"(9, 15, 17)"
wrist_acc_mad,0.009963713175461374,RandomForestClassifier,"(9, 15, 17)"
trunk_acc_mean,0.008641913276177795,RandomForestClassifier,"(9, 15, 17)"
error,0.0,LinearDiscriminantAnalysis,"(9, 15, 17)"
trunk_jerk_max,0.08751457765268333,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_acc_mad,0.08083735031815535,GradientBoostingClassifier,"(9, 15, 17)"
wrist_acc_med,0.06392559793772841,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_jerk_mad,0.05791987822421307,GradientBoostingClassifier,"(9, 15, 17)"
trunk_acc_perc75,0.057313281310658167,GradientBoostingClassifier,"(9, 15, 17)"
trunk_acc_min,0.05673969317686296,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_acc_perc75,0.04831386277262226,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_jerk_perc25,0.04445156625554687,GradientBoostingClassifier,"(9, 15, 17)"
trunk_acc_mad,0.03981104310925469,GradientBoostingClassifier,"(9, 15, 17)"
trunk_acc_max,0.03280430191506556,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_acc_max,0.03010096851614497,GradientBoostingClassifier,"(9, 15, 17)"
trunk_acc_perc25,0.027620487522132305,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_acc_perc25,0.027593349190387962,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_acc_min,0.026929604002620997,GradientBoostingClassifier,"(9, 15, 17)"
wrist_jerk_max,0.026719989127315755,GradientBoostingClassifier,"(9, 15, 17)"
wrist_acc_max,0.02503713411367618,GradientBoostingClassifier,"(9, 15, 17)"
wrist_acc_perc75,0.022679959785383053,GradientBoostingClassifier,"(9, 15, 17)"
wrist_jerk_perc25,0.0225272906427527,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_jerk_max,0.02013935487217485,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_acc_std,0.018532288034235563,GradientBoostingClassifier,"(9, 15, 17)"
trunk_jerk_rms,0.01767018176191113,GradientBoostingClassifier,"(9, 15, 17)"
trunk_jerk_std,0.013935456542342115,GradientBoostingClassifier,"(9, 15, 17)"
wrist_acc_std,0.01388799572631671,GradientBoostingClassifier,"(9, 15, 17)"
wrist_acc_mean,0.013483288617614624,GradientBoostingClassifier,"(9, 15, 17)"
trunk_jerk_perc25,0.01156137413182213,GradientBoostingClassifier,"(9, 15, 17)"
trunk_jerk_med,0.011374190809995442,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_jerk_rms,0.010707583894992158,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_acc_mean,0.009344343359718545,GradientBoostingClassifier,"(9, 15, 17)"
wrist_acc_mad,0.009274488908538171,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_jerk_perc75,0.00845698655373636,GradientBoostingClassifier,"(9, 15, 17)"
wrist_jerk_rms,0.00839289973243176,GradientBoostingClassifier,"(9, 15, 17)"
trunk_jerk_min,0.008099404607712735,GradientBoostingClassifier,"(9, 15, 17)"
wrist_acc_min,0.00757672492927514,GradientBoostingClassifier,"(9, 15, 17)"
wrist_jerk_std,0.006942935346191856,GradientBoostingClassifier,"(9, 15, 17)"
wrist_jerk_min,0.004857802501328643,GradientBoostingClassifier,"(9, 15, 17)"
wrist_jerk_med,0.004098452301582896,GradientBoostingClassifier,"(9, 15, 17)"
trunk_jerk_perc75,0.003849034529600242,GradientBoostingClassifier,"(9, 15, 17)"
wrist_acc_length,0.003545703690640084,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_jerk_med,0.003459770145197411,GradientBoostingClassifier,"(9, 15, 17)"
wrist_jerk_mean,0.0030813224762008453,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_jerk_std,0.002509153421798991,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_acc_rms,0.002043094944890755,GradientBoostingClassifier,"(9, 15, 17)"
wrist_acc_rms,0.0015472607540237765,GradientBoostingClassifier,"(9, 15, 17)"
wrist_acc_perc25,0.0009563003573552901,GradientBoostingClassifier,"(9, 15, 17)"
wrist_jerk_perc75,0.0005902074933709607,GradientBoostingClassifier,"(9, 15, 17)"
wrist_jerk_mad,0.0005091109868474329,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_jerk_mean,0.00026329810507931935,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_acc_med,0.00018444359202956525,GradientBoostingClassifier,"(9, 15, 17)"
trunk_acc_std,0.00016228095441647077,GradientBoostingClassifier,"(9, 15, 17)"
trunk_acc_rms,6.943747409315321e-05,GradientBoostingClassifier,"(9, 15, 17)"
trunk_acc_med,2.87683126009086e-05,GradientBoostingClassifier,"(9, 15, 17)"
upperarm_jerk_min,1.9620207513895067e-05,GradientBoostingClassifier,"(9, 15, 17)"
trunk_acc_mean,5.123487188054586e-06,GradientBoostingClassifier,"(9, 15, 17)"
trunk_jerk_mad,3.808620275146938e-07,GradientBoostingClassifier,"(9, 15, 17)"
trunk_jerk_mean,0.0,GradientBoostingClassifier,"(9, 15, 17)"
error,0.0,RidgeClassifier,"(9, 15, 17)"
trunk_acc_perc75,0.13623003549245782,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_acc_mad,0.12706004140786747,DecisionTreeClassifier,"(9, 15, 17)"
trunk_acc_min,0.11317934782608693,DecisionTreeClassifier,"(9, 15, 17)"
trunk_jerk_perc25,0.10075051759834368,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_jerk_perc25,0.09579832434646082,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_jerk_mad,0.08315217391304347,DecisionTreeClassifier,"(9, 15, 17)"
trunk_jerk_max,0.08230560200668921,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_acc_mean,0.0573600149441928,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_acc_max,0.05323498964803319,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_acc_min,0.04751552795031056,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_acc_perc75,0.03827639751552793,DecisionTreeClassifier,"(9, 15, 17)"
trunk_jerk_rms,0.03346000871744577,DecisionTreeClassifier,"(9, 15, 17)"
trunk_acc_max,0.03167701863354036,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_jerk_min,0.0,DecisionTreeClassifier,"(9, 15, 17)"
trunk_jerk_std,0.0,DecisionTreeClassifier,"(9, 15, 17)"
trunk_jerk_min,0.0,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_jerk_med,0.0,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_jerk_max,0.0,DecisionTreeClassifier,"(9, 15, 17)"
trunk_jerk_med,0.0,DecisionTreeClassifier,"(9, 15, 17)"
trunk_jerk_perc75,0.0,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_acc_perc25,0.0,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_jerk_std,0.0,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_acc_rms,0.0,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_jerk_rms,0.0,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_acc_std,0.0,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_jerk_mean,0.0,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_acc_med,0.0,DecisionTreeClassifier,"(9, 15, 17)"
trunk_jerk_mad,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_acc_length,0.0,DecisionTreeClassifier,"(9, 15, 17)"
trunk_jerk_mean,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_acc_mean,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_acc_rms,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_acc_mad,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_acc_std,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_acc_min,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_acc_max,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_acc_med,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_acc_perc25,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_acc_perc75,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_jerk_mean,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_jerk_rms,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_jerk_mad,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_jerk_std,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_jerk_min,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_jerk_max,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_jerk_med,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_jerk_perc25,0.0,DecisionTreeClassifier,"(9, 15, 17)"
wrist_jerk_perc75,0.0,DecisionTreeClassifier,"(9, 15, 17)"
trunk_acc_mean,0.0,DecisionTreeClassifier,"(9, 15, 17)"
trunk_acc_rms,0.0,DecisionTreeClassifier,"(9, 15, 17)"
trunk_acc_mad,0.0,DecisionTreeClassifier,"(9, 15, 17)"
trunk_acc_std,0.0,DecisionTreeClassifier,"(9, 15, 17)"
trunk_acc_med,0.0,DecisionTreeClassifier,"(9, 15, 17)"
trunk_acc_perc25,0.0,DecisionTreeClassifier,"(9, 15, 17)"
upperarm_jerk_perc75,0.0,DecisionTreeClassifier,"(9, 15, 17)"
error,0.0,LogisticRegression,"(9, 15, 17)"
trunk_acc_mad,0.1,AdaBoostClassifier,"(9, 15, 17)"
trunk_jerk_perc75,0.06,AdaBoostClassifier,"(9, 15, 17)"
upperarm_jerk_perc25,0.06,AdaBoostClassifier,"(9, 15, 17)"
wrist_jerk_max,0.06,AdaBoostClassifier,"(9, 15, 17)"
upperarm_acc_perc25,0.06,AdaBoostClassifier,"(9, 15, 17)"
wrist_acc_med,0.06,AdaBoostClassifier,"(9, 15, 17)"
trunk_jerk_rms,0.04,AdaBoostClassifier,"(9, 15, 17)"
wrist_jerk_std,0.04,AdaBoostClassifier,"(9, 15, 17)"
trunk_jerk_max,0.04,AdaBoostClassifier,"(9, 15, 17)"
trunk_jerk_med,0.04,AdaBoostClassifier,"(9, 15, 17)"
upperarm_acc_max,0.04,AdaBoostClassifier,"(9, 15, 17)"
trunk_acc_max,0.04,AdaBoostClassifier,"(9, 15, 17)"
wrist_acc_min,0.04,AdaBoostClassifier,"(9, 15, 17)"
upperarm_acc_perc75,0.04,AdaBoostClassifier,"(9, 15, 17)"
upperarm_jerk_mad,0.04,AdaBoostClassifier,"(9, 15, 17)"
wrist_acc_mean,0.04,AdaBoostClassifier,"(9, 15, 17)"
trunk_acc_perc25,0.02,AdaBoostClassifier,"(9, 15, 17)"
wrist_acc_length,0.02,AdaBoostClassifier,"(9, 15, 17)"
upperarm_acc_min,0.02,AdaBoostClassifier,"(9, 15, 17)"
trunk_acc_std,0.02,AdaBoostClassifier,"(9, 15, 17)"
trunk_acc_perc75,0.02,AdaBoostClassifier,"(9, 15, 17)"
wrist_acc_perc75,0.02,AdaBoostClassifier,"(9, 15, 17)"
wrist_jerk_perc25,0.02,AdaBoostClassifier,"(9, 15, 17)"
wrist_jerk_rms,0.02,AdaBoostClassifier,"(9, 15, 17)"
wrist_acc_std,0.02,AdaBoostClassifier,"(9, 15, 17)"
wrist_jerk_min,0.02,AdaBoostClassifier,"(9, 15, 17)"
upperarm_jerk_rms,0.0,AdaBoostClassifier,"(9, 15, 17)"
wrist_acc_perc25,0.0,AdaBoostClassifier,"(9, 15, 17)"
upperarm_acc_med,0.0,AdaBoostClassifier,"(9, 15, 17)"
wrist_acc_max,0.0,AdaBoostClassifier,"(9, 15, 17)"
upperarm_jerk_mean,0.0,AdaBoostClassifier,"(9, 15, 17)"
trunk_acc_rms,0.0,AdaBoostClassifier,"(9, 15, 17)"
upperarm_acc_std,0.0,AdaBoostClassifier,"(9, 15, 17)"
upperarm_jerk_std,0.0,AdaBoostClassifier,"(9, 15, 17)"
upperarm_jerk_min,0.0,AdaBoostClassifier,"(9, 15, 17)"
upperarm_jerk_max,0.0,AdaBoostClassifier,"(9, 15, 17)"
upperarm_jerk_med,0.0,AdaBoostClassifier,"(9, 15, 17)"
wrist_acc_rms,0.0,AdaBoostClassifier,"(9, 15, 17)"
wrist_acc_mad,0.0,AdaBoostClassifier,"(9, 15, 17)"
upperarm_acc_rms,0.0,AdaBoostClassifier,"(9, 15, 17)"
upperarm_acc_mad,0.0,AdaBoostClassifier,"(9, 15, 17)"
trunk_acc_mean,0.0,AdaBoostClassifier,"(9, 15, 17)"
upperarm_acc_mean,0.0,AdaBoostClassifier,"(9, 15, 17)"
wrist_jerk_mean,0.0,AdaBoostClassifier,"(9, 15, 17)"
trunk_jerk_perc25,0.0,AdaBoostClassifier,"(9, 15, 17)"
wrist_jerk_mad,0.0,AdaBoostClassifier,"(9, 15, 17)"
trunk_jerk_min,0.0,AdaBoostClassifier,"(9, 15, 17)"
trunk_jerk_std,0.0,AdaBoostClassifier,"(9, 15, 17)"
trunk_jerk_mad,0.0,AdaBoostClassifier,"(9, 15, 17)"
trunk_jerk_mean,0.0,AdaBoostClassifier,"(9, 15, 17)"
wrist_jerk_med,0.0,AdaBoostClassifier,"(9, 15, 17)"
trunk_acc_med,0.0,AdaBoostClassifier,"(9, 15, 17)"
wrist_jerk_perc75,0.0,AdaBoostClassifier,"(9, 15, 17)"
trunk_acc_min,0.0,AdaBoostClassifier,"(9, 15, 17)"
upperarm_jerk_perc75,0.0,AdaBoostClassifier,"(9, 15, 17)"
wrist_acc_min,24.0,LGBMClassifier,"(9, 15, 17)"
wrist_jerk_max,22.0,LGBMClassifier,"(9, 15, 17)"
upperarm_acc_perc25,18.0,LGBMClassifier,"(9, 15, 17)"
upperarm_jerk_perc25,17.0,LGBMClassifier,"(9, 15, 17)"
trunk_acc_max,16.0,LGBMClassifier,"(9, 15, 17)"
trunk_jerk_max,16.0,LGBMClassifier,"(9, 15, 17)"
trunk_acc_mad,15.0,LGBMClassifier,"(9, 15, 17)"
wrist_acc_mean,11.0,LGBMClassifier,"(9, 15, 17)"
trunk_acc_perc25,11.0,LGBMClassifier,"(9, 15, 17)"
wrist_acc_std,11.0,LGBMClassifier,"(9, 15, 17)"
trunk_acc_min,10.0,LGBMClassifier,"(9, 15, 17)"
upperarm_jerk_max,9.0,LGBMClassifier,"(9, 15, 17)"
trunk_acc_perc75,8.0,LGBMClassifier,"(9, 15, 17)"
upperarm_acc_min,8.0,LGBMClassifier,"(9, 15, 17)"
trunk_jerk_min,7.0,LGBMClassifier,"(9, 15, 17)"
trunk_jerk_rms,7.0,LGBMClassifier,"(9, 15, 17)"
upperarm_acc_std,7.0,LGBMClassifier,"(9, 15, 17)"
upperarm_acc_rms,6.0,LGBMClassifier,"(9, 15, 17)"
trunk_jerk_perc75,5.0,LGBMClassifier,"(9, 15, 17)"
wrist_jerk_rms,4.0,LGBMClassifier,"(9, 15, 17)"
trunk_jerk_perc25,4.0,LGBMClassifier,"(9, 15, 17)"
wrist_acc_perc75,4.0,LGBMClassifier,"(9, 15, 17)"
trunk_jerk_std,4.0,LGBMClassifier,"(9, 15, 17)"
wrist_acc_perc25,4.0,LGBMClassifier,"(9, 15, 17)"
upperarm_acc_perc75,3.0,LGBMClassifier,"(9, 15, 17)"
upperarm_jerk_mad,3.0,LGBMClassifier,"(9, 15, 17)"
upperarm_jerk_perc75,3.0,LGBMClassifier,"(9, 15, 17)"
trunk_acc_std,3.0,LGBMClassifier,"(9, 15, 17)"
wrist_acc_med,3.0,LGBMClassifier,"(9, 15, 17)"
upperarm_acc_mad,2.0,LGBMClassifier,"(9, 15, 17)"
wrist_acc_max,2.0,LGBMClassifier,"(9, 15, 17)"
upperarm_jerk_rms,2.0,LGBMClassifier,"(9, 15, 17)"
wrist_jerk_perc25,2.0,LGBMClassifier,"(9, 15, 17)"
upperarm_acc_med,2.0,LGBMClassifier,"(9, 15, 17)"
wrist_jerk_min,2.0,LGBMClassifier,"(9, 15, 17)"
wrist_jerk_mad,1.0,LGBMClassifier,"(9, 15, 17)"
wrist_acc_mad,1.0,LGBMClassifier,"(9, 15, 17)"
upperarm_jerk_min,1.0,LGBMClassifier,"(9, 15, 17)"
wrist_jerk_std,1.0,LGBMClassifier,"(9, 15, 17)"
wrist_acc_length,1.0,LGBMClassifier,"(9, 15, 17)"
wrist_jerk_med,1.0,LGBMClassifier,"(9, 15, 17)"
trunk_jerk_mad,1.0,LGBMClassifier,"(9, 15, 17)"
upperarm_acc_mean,0.0,LGBMClassifier,"(9, 15, 17)"
trunk_jerk_mean,0.0,LGBMClassifier,"(9, 15, 17)"
upperarm_acc_max,0.0,LGBMClassifier,"(9, 15, 17)"
wrist_jerk_mean,0.0,LGBMClassifier,"(9, 15, 17)"
trunk_jerk_med,0.0,LGBMClassifier,"(9, 15, 17)"
upperarm_jerk_mean,0.0,LGBMClassifier,"(9, 15, 17)"
wrist_jerk_perc75,0.0,LGBMClassifier,"(9, 15, 17)"
trunk_acc_mean,0.0,LGBMClassifier,"(9, 15, 17)"
upperarm_jerk_std,0.0,LGBMClassifier,"(9, 15, 17)"
trunk_acc_rms,0.0,LGBMClassifier,"(9, 15, 17)"
upperarm_jerk_med,0.0,LGBMClassifier,"(9, 15, 17)"
wrist_acc_rms,0.0,LGBMClassifier,"(9, 15, 17)"
trunk_acc_med,0.0,LGBMClassifier,"(9, 15, 17)"
error,0.0,DummyClassifier,"(9, 15, 17)"
error,0.0,QuadraticDiscriminantAnalysis,"(9, 15, 17)"
error,0.0,GaussianNB,"(9, 15, 17)"
error,0.0,SGDClassifier,"(9, 15, 17)"
error,0.0,KNeighborsClassifier,"(9, 15, 17)"
wrist_acc_med,0.03369941714625029,ExtraTreesClassifier,"(9, 16, 17)"
wrist_jerk_mad,0.026622120711234362,ExtraTreesClassifier,"(9, 16, 17)"
wrist_jerk_perc75,0.026556276139547443,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_acc_perc75,0.02634949192248441,ExtraTreesClassifier,"(9, 16, 17)"
wrist_acc_mean,0.025458002680818628,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_acc_mean,0.02522157184419052,ExtraTreesClassifier,"(9, 16, 17)"
trunk_jerk_max,0.02390515309838857,ExtraTreesClassifier,"(9, 16, 17)"
wrist_jerk_perc25,0.023742131954227818,ExtraTreesClassifier,"(9, 16, 17)"
wrist_acc_min,0.023396097397218853,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_acc_perc25,0.02337156606942909,ExtraTreesClassifier,"(9, 16, 17)"
wrist_acc_rms,0.022822138796698657,ExtraTreesClassifier,"(9, 16, 17)"
wrist_jerk_max,0.021669459183528705,ExtraTreesClassifier,"(9, 16, 17)"
wrist_jerk_rms,0.02154399955421509,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_acc_mad,0.0213073657684504,ExtraTreesClassifier,"(9, 16, 17)"
wrist_acc_perc25,0.02121593664524236,ExtraTreesClassifier,"(9, 16, 17)"
wrist_jerk_med,0.020291789509803454,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_jerk_mad,0.020025306183798938,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_acc_std,0.019690483386105753,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_jerk_perc75,0.01955739274175608,ExtraTreesClassifier,"(9, 16, 17)"
wrist_acc_perc75,0.019265754815373598,ExtraTreesClassifier,"(9, 16, 17)"
wrist_acc_std,0.018928269852425614,ExtraTreesClassifier,"(9, 16, 17)"
trunk_acc_mean,0.018837333969933052,ExtraTreesClassifier,"(9, 16, 17)"
wrist_jerk_mean,0.01876469961004563,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_acc_med,0.018388412784564642,ExtraTreesClassifier,"(9, 16, 17)"
wrist_jerk_std,0.018234589336814634,ExtraTreesClassifier,"(9, 16, 17)"
trunk_jerk_rms,0.017590643367873103,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_jerk_mean,0.01758695690571636,ExtraTreesClassifier,"(9, 16, 17)"
wrist_acc_mad,0.017479649374355564,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_acc_rms,0.017418169752386387,ExtraTreesClassifier,"(9, 16, 17)"
trunk_acc_max,0.01702423977857412,ExtraTreesClassifier,"(9, 16, 17)"
trunk_acc_mad,0.016964428918372684,ExtraTreesClassifier,"(9, 16, 17)"
trunk_jerk_med,0.01652249340763712,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_jerk_max,0.01624284269788139,ExtraTreesClassifier,"(9, 16, 17)"
trunk_acc_perc75,0.016239848880293513,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_jerk_perc25,0.016174496905306604,ExtraTreesClassifier,"(9, 16, 17)"
trunk_acc_perc25,0.0158840664923426,ExtraTreesClassifier,"(9, 16, 17)"
trunk_jerk_perc25,0.01586914825109985,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_jerk_std,0.01580346788932314,ExtraTreesClassifier,"(9, 16, 17)"
trunk_acc_med,0.01559643337531112,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_acc_max,0.015365236729022378,ExtraTreesClassifier,"(9, 16, 17)"
trunk_jerk_perc75,0.014644314864538377,ExtraTreesClassifier,"(9, 16, 17)"
wrist_acc_max,0.014575740776053992,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_jerk_rms,0.014365041374588019,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_jerk_med,0.013916989593992863,ExtraTreesClassifier,"(9, 16, 17)"
trunk_acc_min,0.013368005862793804,ExtraTreesClassifier,"(9, 16, 17)"
trunk_jerk_mad,0.013117826928231031,ExtraTreesClassifier,"(9, 16, 17)"
trunk_acc_std,0.013018025089235974,ExtraTreesClassifier,"(9, 16, 17)"
trunk_jerk_std,0.012989394109824661,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_jerk_min,0.012960302862803596,ExtraTreesClassifier,"(9, 16, 17)"
upperarm_acc_min,0.012914938609633907,ExtraTreesClassifier,"(9, 16, 17)"
trunk_jerk_min,0.012864783002383456,ExtraTreesClassifier,"(9, 16, 17)"
trunk_acc_rms,0.012618303175832117,ExtraTreesClassifier,"(9, 16, 17)"
wrist_acc_length,0.0112201013264584,ExtraTreesClassifier,"(9, 16, 17)"
trunk_jerk_mean,0.010410110720041277,ExtraTreesClassifier,"(9, 16, 17)"
wrist_jerk_min,0.01038923787554597,ExtraTreesClassifier,"(9, 16, 17)"
wrist_acc_min,29.0,LGBMClassifier,"(9, 16, 17)"
trunk_jerk_max,24.0,LGBMClassifier,"(9, 16, 17)"
trunk_acc_perc75,21.0,LGBMClassifier,"(9, 16, 17)"
wrist_jerk_max,20.0,LGBMClassifier,"(9, 16, 17)"
upperarm_acc_mean,17.0,LGBMClassifier,"(9, 16, 17)"
upperarm_acc_med,16.0,LGBMClassifier,"(9, 16, 17)"
upperarm_acc_perc75,16.0,LGBMClassifier,"(9, 16, 17)"
